支付宝交易记录明细查询
账号:[demo@example.com]
起始日期:[2026-04-01 00:00:00]    终止日期:[2026-09-01 23:59:59]
----------------------交易记录明细列表--------------------
交易时间,交易分类,交易对方,对方账号,商品说明,收/支,金额,收/付款方式,交易状态,交易订单号,商家订单号,备注
2026-06-13 22:35:29,餐饮美食,学校食堂,,就餐,支出,14.98,花呗,交易成功,2026061300000232,,
2026-06-14 12:17:37,交通出行,深圳地铁,,乘车码,支出,3.64,招商银行(1234),交易成功,2026061400000233,,
2026-06-14 15:42:12,餐饮美食,学校食堂,,就餐,支出,17.35,花呗,交易成功,2026061400000234,,
2026-06-14 16:11:46,日用百货,拼多多,,日用品,支出,31.80,花呗,交易成功,2026061400000235,,
2026-06-14 20:18:21,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,25.46,余额宝,交易成功,2026061400000236,,
2026-06-14 22:20:08,日用百货,拼多多,,日用品,支出,16.36,招商银行(1234),交易成功,2026061400000237,,
2026-06-15 07:08:36,餐饮美食,沙县小吃,,拌面蒸饺,支出,24.58,招商银行(1234),交易成功,2026061500000238,,
2026-06-15 09:47:38,交通出行,深圳地铁,,乘车码,支出,9.06,账户余额,交易成功,2026061500000239,,
2026-06-15 17:14:35,餐饮美食,美团外卖,,午餐订单,支出,36.50,余额宝,交易成功,2026061500000240,,
2026-06-16 08:16:35,餐饮美食,美团外卖,,午餐订单,支出,36.77,花呗,交易成功,2026061600000241,,
2026-06-16 10:35:34,收入,导师,,助研津贴,收入,1038.88,账户余额,交易成功,2026061600000242,,
2026-06-16 21:36:27,日用百货,拼多多,,日用品,支出,13.41,余额宝,交易成功,2026061600000243,,
2026-06-17 17:54:02,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,22.53,余额宝,交易成功,2026061700000244,,
2026-06-17 19:58:19,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,9.27,招商银行(1234),交易成功,2026061700000245,,
2026-06-18 12:58:40,交通出行,深圳地铁,,乘车码,支出,10.21,账户余额,交易成功,2026061800000246,,
2026-06-18 13:04:03,交通出行,滴滴出行,,快车行程,支出,25.21,账户余额,交易成功,2026061800000247,,
2026-06-18 19:43:23,交通出行,滴滴出行,,快车行程,支出,32.59,花呗,交易成功,2026061800000248,,
2026-06-19 10:41:07,收入,公司,,工资代发,收入,8000.00,招商银行(1234),交易成功,2026061900000249,,
2026-06-19 14:10:01,交通出行,哈啰单车,,骑行,支出,3.72,招商银行(1234),交易成功,2026061900000250,,
2026-06-19 15:53:34,生活缴费,国家电网,,电费,支出,89.66,账户余额,交易成功,2026061900000251,,
2026-06-19 16:13:31,餐饮美食,学校食堂,,就餐,支出,18.41,花呗,交易成功,2026061900000252,,
2026-06-20 23:55:26,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,15.86,账户余额,交易成功,2026062000000253,,
2026-06-21 09:10:51,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,6.90,账户余额,交易成功,2026062100000254,,
2026-06-22 17:37:21,餐饮美食,肯德基,,香辣鸡腿堡套餐,支出,41.29,招商银行(1234),交易成功,2026062200000255,,
2026-06-22 21:07:05,交通出行,深圳地铁,,乘车码,支出,9.82,花呗,交易成功,2026062200000256,,
2026-06-23 10:20:12,交通出行,深圳地铁,,乘车码,支出,5.62,招商银行(1234),交易成功,2026062300000257,,
2026-06-23 14:52:13,日用百货,拼多多,,日用品,支出,13.81,账户余额,交易成功,2026062300000258,,
2026-06-23 18:53:51,交通出行,深圳地铁,,乘车码,支出,4.25,招商银行(1234),交易成功,2026062300000259,,
2026-06-23 19:46:13,交通出行,深圳地铁,,乘车码,支出,6.16,花呗,交易成功,2026062300000260,,
2026-06-24 12:02:50,餐饮美食,学校食堂,,就餐,支出,13.21,余额宝,交易成功,2026062400000261,,
2026-06-24 21:14:05,交通出行,哈啰单车,,骑行,支出,1.78,余额宝,交易成功,2026062400000262,,
2026-06-24 22:02:13,餐饮美食,学校食堂,,就餐,支出,16.51,招商银行(1234),交易成功,2026062400000263,,
2026-06-25 07:10:28,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,7.73,账户余额,交易成功,2026062500000264,,
2026-06-25 16:33:13,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,29.16,账户余额,交易成功,2026062500000265,,
2026-06-25 22:27:20,交通出行,滴滴出行,,快车行程,支出,14.79,余额宝,交易成功,2026062500000266,,
2026-06-26 12:08:13,学习教育,当当网,,图书,支出,46.33,账户余额,交易成功,2026062600000267,,
2026-06-26 14:28:36,交通出行,深圳地铁,,乘车码,支出,10.50,账户余额,交易成功,2026062600000268,,
2026-06-26 15:35:44,交通出行,哈啰单车,,骑行,支出,1.90,招商银行(1234),交易成功,2026062600000269,,
2026-06-26 17:13:33,交通出行,深圳地铁,,乘车码,支出,11.63,花呗,交易成功,2026062600000270,,
2026-06-27 09:33:47,餐饮美食,美团外卖,,午餐订单,支出,40.11,招商银行(1234),交易成功,2026062700000271,,
2026-06-27 11:17:51,交通出行,哈啰单车,,骑行,支出,4.34,花呗,交易成功,2026062700000272,,
2026-06-27 11:24:07,交通出行,12306,,高铁票,支出,534.38,余额宝,交易成功,2026062700000273,,
2026-06-27 16:53:39,交通出行,深圳地铁,,乘车码,支出,3.45,花呗,交易成功,2026062700000274,,
2026-06-27 18:16:06,餐饮美食,沙县小吃,,拌面蒸饺,支出,15.09,花呗,交易成功,2026062700000275,,
2026-06-28 07:03:08,餐饮美食,沙县小吃,,拌面蒸饺,支出,24.66,招商银行(1234),交易成功,2026062800000276,,
2026-06-28 11:11:09,日用百货,沃尔玛,,超市购物,支出,50.19,余额宝,交易成功,2026062800000277,,
2026-06-28 11:58:56,交通出行,深圳地铁,,乘车码,支出,10.16,招商银行(1234),交易成功,2026062800000278,,
2026-06-28 19:18:28,餐饮美食,沙县小吃,,拌面蒸饺,支出,21.11,余额宝,交易成功,2026062800000279,,
2026-06-28 23:38:29,交通出行,深圳地铁,,乘车码,支出,5.49,账户余额,交易成功,2026062800000280,,
2026-06-29 09:45:42,日用百货,拼多多,,日用品,支出,42.56,花呗,交易成功,2026062900000281,,
2026-06-29 19:05:01,数码电器,嘉立创,,PCB打样+元器件,支出,123.56,花呗,交易成功,2026062900000282,,
2026-06-29 21:11:22,交通出行,12306,,高铁票,支出,533.11,花呗,交易成功,2026062900000283,,
2026-06-29 23:05:29,交通出行,深圳地铁,,乘车码,支出,4.51,招商银行(1234),交易成功,2026062900000284,,
2026-06-29 23:45:13,餐饮美食,美团外卖,,午餐订单,支出,34.17,余额宝,交易成功,2026062900000285,,
2026-06-30 18:57:56,餐饮美食,美团外卖,,午餐订单,支出,36.94,余额宝,交易成功,2026063000000286,,
2026-07-01 07:38:28,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,28.63,招商银行(1234),交易成功,2026070100000287,,
2026-07-01 12:54:35,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,24.08,账户余额,交易成功,2026070100000288,,
2026-07-01 18:34:24,数码电器,嘉立创,,PCB打样+元器件,支出,71.94,余额宝,交易成功,2026070100000289,,
2026-07-02 07:10:31,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,18.87,余额宝,交易成功,2026070200000290,,
2026-07-02 13:04:30,餐饮美食,学校食堂,,就餐,支出,8.89,账户余额,交易成功,2026070200000291,,
2026-07-02 15:12:40,日用百货,沃尔玛,,超市购物,支出,65.12,账户余额,交易成功,2026070200000292,,
2026-07-02 15:16:44,生活缴费,国家电网,,电费,支出,51.01,花呗,交易成功,2026070200000293,,
2026-07-02 16:00:49,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,22.98,招商银行(1234),交易成功,2026070200000294,,
2026-07-02 18:56:34,餐饮美食,肯德基,,香辣鸡腿堡套餐,支出,32.28,招商银行(1234),交易成功,2026070200000295,,
2026-07-02 21:21:46,交通出行,哈啰单车,,骑行,支出,2.21,花呗,交易成功,2026070200000296,,
2026-07-03 15:11:02,学习教育,当当网,,图书,支出,50.25,账户余额,交易成功,2026070300000297,,
2026-07-03 18:18:45,交通出行,深圳地铁,,乘车码,支出,11.37,花呗,交易成功,2026070300000298,,
2026-07-04 09:52:42,餐饮美食,美团外卖,,午餐订单,支出,25.80,账户余额,交易成功,2026070400000299,,
2026-07-04 13:50:35,交通出行,哈啰单车,,骑行,支出,1.82,招商银行(1234),交易成功,2026070400000300,,
2026-07-04 23:20:37,餐饮美食,学校食堂,,就餐,支出,8.27,招商银行(1234),交易成功,2026070400000301,,
2026-07-05 19:52:12,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,7.16,余额宝,交易成功,2026070500000302,,
2026-07-05 22:41:50,交通出行,深圳地铁,,乘车码,支出,4.26,花呗,交易成功,2026070500000303,,
2026-07-06 12:44:31,餐饮美食,美团外卖,,午餐订单,支出,19.97,招商银行(1234),交易成功,2026070600000304,,
2026-07-06 13:44:07,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,18.84,账户余额,交易成功,2026070600000305,,
2026-07-06 20:31:40,餐饮美食,肯德基,,香辣鸡腿堡套餐,支出,32.67,余额宝,交易成功,2026070600000306,,
2026-07-07 08:32:43,餐饮美食,美团外卖,,午餐订单,支出,26.42,招商银行(1234),交易成功,2026070700000307,,
2026-07-07 12:24:04,日用百货,拼多多,,日用品,支出,48.83,余额宝,交易成功,2026070700000308,,
2026-07-07 16:26:47,交通出行,深圳地铁,,乘车码,支出,9.19,招商银行(1234),交易成功,2026070700000309,,
2026-07-07 18:27:22,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,11.09,账户余额,交易成功,2026070700000310,,
2026-07-07 20:13:39,交通出行,哈啰单车,,骑行,支出,1.70,招商银行(1234),交易成功,2026070700000311,,
2026-07-08 18:33:51,日用百货,沃尔玛,,超市购物,支出,149.84,账户余额,交易成功,2026070800000312,,
2026-07-08 21:03:13,交通出行,哈啰单车,,骑行,支出,2.05,余额宝,交易成功,2026070800000313,,
2026-07-08 23:06:59,餐饮美食,学校食堂,,就餐,支出,11.62,账户余额,交易成功,2026070800000314,,
2026-07-09 15:01:57,交通出行,滴滴出行,,快车行程,支出,31.54,花呗,交易成功,2026070900000315,,
2026-07-09 20:32:07,日用百货,拼多多,,日用品,支出,84.06,余额宝,交易成功,2026070900000316,,
2026-07-10 08:45:12,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,17.33,余额宝,交易成功,2026071000000317,,
2026-07-10 09:02:22,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,23.66,招商银行(1234),交易成功,2026071000000318,,
2026-07-10 19:31:20,餐饮美食,学校食堂,,就餐,支出,8.37,招商银行(1234),交易成功,2026071000000319,,
2026-07-10 20:45:08,生活缴费,中国移动,,话费充值,支出,32.43,账户余额,交易成功,2026071000000320,,
2026-07-10 21:10:42,交通出行,滴滴出行,,快车行程,支出,23.33,账户余额,交易成功,2026071000000321,,
2026-07-10 21:22:39,收入,公司,,工资代发,收入,8000.00,招商银行(1234),交易成功,2026071000000322,,
2026-07-10 21:37:47,交通出行,哈啰单车,,骑行,支出,3.16,花呗,交易成功,2026071000000323,,
2026-07-11 20:13:44,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,7.71,花呗,交易成功,2026071100000324,,
2026-07-11 22:56:06,日用百货,沃尔玛,,超市购物,支出,63.34,招商银行(1234),交易成功,2026071100000325,,
2026-07-13 07:13:56,交通出行,哈啰单车,,骑行,支出,2.26,余额宝,交易成功,2026071300000326,,
2026-07-13 21:22:03,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,11.82,花呗,交易成功,2026071300000327,,
2026-07-14 10:03:16,服饰装扮,优衣库,,服饰,支出,255.31,花呗,交易成功,2026071400000328,,
2026-07-14 23:01:09,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,23.67,账户余额,交易成功,2026071400000329,,
2026-07-15 07:00:07,餐饮美食,美团外卖,,午餐订单,支出,26.24,花呗,交易成功,2026071500000330,,
2026-07-15 09:33:19,学习教育,当当网,,图书,支出,69.46,招商银行(1234),交易成功,2026071500000331,,
2026-07-15 15:10:20,餐饮美食,美团外卖,,午餐订单,支出,31.77,花呗,交易成功,2026071500000332,,
2026-07-15 20:34:13,餐饮美食,学校食堂,,就餐,支出,17.80,招商银行(1234),交易成功,2026071500000333,,
2026-07-15 21:46:36,日用百货,拼多多,,日用品,支出,77.52,招商银行(1234),交易成功,2026071500000334,,
2026-07-15 22:40:35,交通出行,哈啰单车,,骑行,支出,1.79,招商银行(1234),交易成功,2026071500000335,,
2026-07-16 15:44:41,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,21.82,余额宝,交易成功,2026071600000336,,
2026-07-17 09:34:01,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,22.80,账户余额,交易成功,2026071700000337,,
2026-07-17 12:42:35,餐饮美食,学校食堂,,就餐,支出,16.81,余额宝,交易成功,2026071700000338,,
2026-07-17 13:58:18,收入,妈妈,,生活费,收入,1943.78,账户余额,交易成功,2026071700000339,,
2026-07-17 14:18:58,餐饮美食,学校食堂,,就餐,支出,12.13,账户余额,交易成功,2026071700000340,,
2026-07-17 15:49:54,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,11.81,余额宝,交易成功,2026071700000341,,
2026-07-18 11:20:00,交通出行,深圳地铁,,乘车码,支出,10.35,账户余额,交易成功,2026071800000342,,
2026-07-18 17:00:23,交通出行,滴滴出行,,快车行程,支出,43.11,花呗,交易成功,2026071800000343,,
2026-07-18 21:22:13,日用百货,拼多多,,日用品,支出,44.53,账户余额,交易成功,2026071800000344,,
2026-07-19 10:41:40,交通出行,深圳地铁,,乘车码,支出,11.26,余额宝,交易成功,2026071900000345,,
2026-07-19 12:40:23,交通出行,哈啰单车,,骑行,支出,2.58,余额宝,交易成功,2026071900000346,,
2026-07-19 14:19:50,交通出行,哈啰单车,,骑行,支出,2.59,花呗,交易成功,2026071900000347,,
2026-07-20 07:43:56,餐饮美食,沙县小吃,,拌面蒸饺,支出,18.95,招商银行(1234),交易成功,2026072000000348,,
2026-07-20 13:19:01,交通出行,哈啰单车,,骑行,支出,2.33,招商银行(1234),交易成功,2026072000000349,,
2026-07-21 10:33:35,交通出行,深圳地铁,,乘车码,支出,9.19,账户余额,交易成功,2026072100000350,,
2026-07-21 16:11:11,餐饮美食,学校食堂,,就餐,支出,19.04,花呗,交易成功,2026072100000351,,
2026-07-22 08:06:24,交通出行,深圳地铁,,乘车码,支出,11.67,余额宝,交易成功,2026072200000352,,
2026-07-22 16:07:54,餐饮美食,学校食堂,,就餐,支出,19.03,招商银行(1234),交易成功,2026072200000353,,
2026-07-23 07:16:43,餐饮美食,学校食堂,,就餐,支出,13.29,账户余额,交易成功,2026072300000354,,
2026-07-23 13:58:54,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,8.99,账户余额,交易成功,2026072300000355,,
2026-07-23 22:36:05,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,21.93,余额宝,交易成功,2026072300000356,,
2026-07-24 08:03:37,交通出行,深圳地铁,,乘车码,支出,4.39,招商银行(1234),交易成功,2026072400000357,,
2026-07-24 08:38:01,餐饮美食,美团外卖,,午餐订单,支出,21.95,花呗,交易成功,2026072400000358,,
2026-07-24 11:14:09,餐饮美食,学校食堂,,就餐,支出,9.71,账户余额,交易成功,2026072400000359,,
2026-07-24 12:08:00,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,17.42,花呗,交易成功,2026072400000360,,
2026-07-24 20:51:15,交通出行,深圳地铁,,乘车码,支出,7.62,余额宝,交易成功,2026072400000361,,
2026-07-25 15:38:44,餐饮美食,美团外卖,,午餐订单,支出,19.15,花呗,交易成功,2026072500000362,,
2026-07-25 22:03:24,日用百货,京东商城,,数码配件,支出,247.41,花呗,交易成功,2026072500000363,,
2026-07-26 07:38:14,餐饮美食,肯德基,,香辣鸡腿堡套餐,支出,33.66,花呗,交易成功,2026072600000364,,
2026-07-26 07:53:34,餐饮美食,沙县小吃,,拌面蒸饺,支出,23.33,花呗,交易成功,2026072600000365,,
2026-07-26 15:46:54,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,26.64,账户余额,交易成功,2026072600000366,,
2026-07-27 14:13:08,交通出行,滴滴出行,,快车行程,支出,13.12,招商银行(1234),交易成功,2026072700000367,,
2026-07-27 18:48:10,餐饮美食,美团外卖,,午餐订单,支出,22.62,花呗,交易成功,2026072700000368,,
2026-07-27 20:02:57,交通出行,深圳地铁,,乘车码,支出,5.02,账户余额,交易成功,2026072700000369,,
2026-07-27 20:11:20,交通出行,深圳地铁,,乘车码,支出,10.55,花呗,交易成功,2026072700000370,,
2026-07-27 21:03:33,餐饮美食,学校食堂,,就餐,支出,19.19,招商银行(1234),交易成功,2026072700000371,,
2026-07-28 16:44:49,餐饮美食,学校食堂,,就餐,支出,10.71,余额宝,交易成功,2026072800000372,,
2026-07-28 18:40:23,餐饮美食,学校食堂,,就餐,支出,14.87,余额宝,交易成功,2026072800000373,,
2026-07-28 21:35:50,餐饮美食,学校食堂,,就餐,支出,13.10,招商银行(1234),交易成功,2026072800000374,,
2026-07-29 11:41:38,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,28.15,花呗,交易成功,2026072900000375,,
2026-07-29 18:05:36,交通出行,哈啰单车,,骑行,支出,1.58,余额宝,交易成功,2026072900000376,,
2026-07-30 17:15:44,医疗健康,大药房,,药品,支出,104.67,花呗,交易成功,2026073000000377,,
2026-07-31 07:18:48,餐饮美食,美团外卖,,午餐订单,支出,41.15,余额宝,交易成功,2026073100000378,,
2026-07-31 07:53:32,数码电器,嘉立创,,PCB打样+元器件,支出,43.87,账户余额,交易成功,2026073100000379,,
2026-07-31 08:26:50,餐饮美食,美团外卖,,午餐订单,支出,34.29,招商银行(1234),交易成功,2026073100000380,,
2026-07-31 10:12:06,交通出行,哈啰单车,,骑行,支出,3.50,招商银行(1234),交易成功,2026073100000381,,
2026-07-31 15:06:09,日用百货,拼多多,,日用品,支出,21.26,招商银行(1234),交易成功,2026073100000382,,
2026-07-31 21:47:07,餐饮美食,学校食堂,,就餐,支出,15.72,余额宝,交易成功,2026073100000383,,
2026-08-01 21:52:42,交通出行,哈啰单车,,骑行,支出,2.62,余额宝,交易成功,2026080100000384,,
2026-08-02 08:08:09,餐饮美食,沙县小吃,,拌面蒸饺,支出,16.48,账户余额,交易成功,2026080200000385,,
2026-08-02 10:40:35,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,8.13,招商银行(1234),交易成功,2026080200000386,,
2026-08-02 11:48:49,餐饮美食,学校食堂,,就餐,支出,16.90,花呗,交易成功,2026080200000387,,
2026-08-02 13:55:03,学习教育,当当网,,图书,支出,67.73,招商银行(1234),交易成功,2026080200000388,,
2026-08-03 14:14:28,餐饮美食,学校食堂,,就餐,支出,13.10,招商银行(1234),交易成功,2026080300000389,,
2026-08-03 17:15:07,交通出行,滴滴出行,,快车行程,支出,47.97,招商银行(1234),交易成功,2026080300000390,,
2026-08-03 20:16:37,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,6.75,花呗,交易成功,2026080300000391,,
2026-08-04 07:20:25,餐饮美食,美团外卖,,午餐订单,支出,36.15,账户余额,交易成功,2026080400000392,,
2026-08-04 13:04:26,医疗健康,大药房,,药品,支出,36.09,余额宝,交易成功,2026080400000393,,
2026-08-04 18:00:03,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,29.96,花呗,交易成功,2026080400000394,,
2026-08-04 21:56:05,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,28.95,账户余额,交易成功,2026080400000395,,
2026-08-04 23:42:22,餐饮美食,学校食堂,,就餐,支出,9.30,账户余额,交易成功,2026080400000396,,
2026-08-05 09:55:48,文化休闲,Steam,,游戏,支出,223.52,招商银行(1234),交易成功,2026080500000397,,
2026-08-06 07:17:49,餐饮美食,美团外卖,,午餐订单,支出,22.52,账户余额,交易成功,2026080600000398,,
2026-08-06 09:52:20,交通出行,哈啰单车,,骑行,支出,4.40,招商银行(1234),交易成功,2026080600000399,,
2026-08-06 20:51:47,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,9.21,余额宝,交易成功,2026080600000400,,
2026-08-06 22:40:51,交通出行,深圳地铁,,乘车码,支出,9.46,余额宝,交易成功,2026080600000401,,
2026-08-07 12:04:19,餐饮美食,沙县小吃,,拌面蒸饺,支出,24.15,账户余额,交易成功,2026080700000402,,
2026-08-07 14:49:58,交通出行,滴滴出行,,快车行程,支出,14.39,花呗,交易成功,2026080700000403,,
2026-08-08 08:57:03,交通出行,哈啰单车,,骑行,支出,2.45,账户余额,交易成功,2026080800000404,,
2026-08-08 11:22:47,日用百货,京东商城,,数码配件,支出,245.02,余额宝,交易成功,2026080800000405,,
2026-08-09 23:55:00,交通出行,哈啰单车,,骑行,支出,1.98,账户余额,交易成功,2026080900000406,,
2026-08-10 09:44:37,餐饮美食,学校食堂,,就餐,支出,14.53,账户余额,交易成功,2026081000000407,,
2026-08-10 13:04:38,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,11.86,余额宝,交易成功,2026081000000408,,
2026-08-10 21:35:52,交通出行,哈啰单车,,骑行,支出,3.65,账户余额,交易成功,2026081000000409,,
2026-08-11 10:47:08,交通出行,哈啰单车,,骑行,支出,2.74,余额宝,交易成功,2026081100000410,,
2026-08-11 17:37:18,餐饮美食,美团外卖,,午餐订单,支出,29.06,花呗,交易成功,2026081100000411,,
2026-08-11 19:52:43,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,6.68,账户余额,交易成功,2026081100000412,,
2026-08-11 20:03:38,餐饮美食,美团外卖,,午餐订单,支出,26.97,余额宝,交易成功,2026081100000413,,
2026-08-11 21:09:30,收入,公司,,工资代发,收入,8000.00,花呗,交易成功,2026081100000414,,
2026-08-11 23:32:05,餐饮美食,学校食堂,,就餐,支出,9.07,招商银行(1234),交易成功,2026081100000415,,
2026-08-12 09:01:08,交通出行,哈啰单车,,骑行,支出,2.00,账户余额,交易成功,2026081200000416,,
2026-08-12 09:45:34,日用百货,沃尔玛,,超市购物,支出,123.67,账户余额,交易成功,2026081200000417,,
2026-08-12 14:13:44,交通出行,滴滴出行,,快车行程,支出,40.83,花呗,交易成功,2026081200000418,,
2026-08-12 20:19:54,餐饮美食,沙县小吃,,拌面蒸饺,支出,20.17,余额宝,交易成功,2026081200000419,,
2026-08-12 22:01:14,文化休闲,哔哩哔哩,,大会员,支出,23.08,招商银行(1234),交易成功,2026081200000420,,
2026-08-13 23:47:30,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,30.16,花呗,交易成功,2026081300000421,,
2026-08-14 07:52:46,日用百货,京东商城,,数码配件,支出,52.80,花呗,交易成功,2026081400000422,,
2026-08-14 11:27:44,交通出行,深圳地铁,,乘车码,支出,10.98,账户余额,交易成功,2026081400000423,,
2026-08-14 20:28:03,餐饮美食,学校食堂,,就餐,支出,11.89,账户余额,交易成功,2026081400000424,,
2026-08-14 20:30:42,日用百货,拼多多,,日用品,支出,46.18,余额宝,交易成功,2026081400000425,,
2026-08-15 07:05:43,餐饮美食,学校食堂,,就餐,支出,11.99,账户余额,交易成功,2026081500000426,,
2026-08-15 11:55:12,日用百货,京东商城,,数码配件,支出,64.19,账户余额,交易成功,2026081500000427,,
2026-08-16 09:26:59,餐饮美食,美团外卖,,午餐订单,支出,40.66,花呗,交易成功,2026081600000428,,
2026-08-16 10:47:44,医疗健康,大药房,,药品,支出,95.57,余额宝,交易成功,2026081600000429,,
2026-08-16 12:09:24,交通出行,哈啰单车,,骑行,支出,4.17,余额宝,交易成功,2026081600000430,,
2026-08-16 13:07:58,日用百货,拼多多,,日用品,支出,78.14,招商银行(1234),交易成功,2026081600000431,,
2026-08-16 13:25:11,餐饮美食,沙县小吃,,拌面蒸饺,支出,16.26,账户余额,交易成功,2026081600000432,,
2026-08-16 13:48:46,学习教育,当当网,,图书,支出,124.74,招商银行(1234),交易成功,2026081600000433,,
2026-08-16 17:50:47,交通出行,深圳地铁,,乘车码,支出,10.27,余额宝,交易成功,2026081600000434,,
2026-08-16 18:36:35,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,7.81,账户余额,交易成功,2026081600000435,,
2026-08-16 19:53:00,文化休闲,Steam,,游戏,支出,133.18,花呗,交易成功,2026081600000436,,
2026-08-17 10:51:43,交通出行,深圳地铁,,乘车码,支出,9.00,账户余额,交易成功,2026081700000437,,
2026-08-17 19:31:59,日用百货,京东商城,,数码配件,支出,313.25,花呗,交易成功,2026081700000438,,
2026-08-17 20:04:50,日用百货,沃尔玛,,超市购物,支出,126.89,花呗,交易成功,2026081700000439,,
2026-08-17 22:27:53,餐饮美食,肯德基,,香辣鸡腿堡套餐,支出,33.24,余额宝,交易成功,2026081700000440,,
2026-08-18 14:44:32,交通出行,滴滴出行,,快车行程,支出,29.88,账户余额,交易成功,2026081800000441,,
2026-08-18 22:08:31,交通出行,哈啰单车,,骑行,支出,2.09,余额宝,交易成功,2026081800000442,,
2026-08-19 07:10:14,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,21.44,账户余额,交易成功,2026081900000443,,
2026-08-19 07:31:55,餐饮美食,学校食堂,,就餐,支出,8.22,招商银行(1234),交易成功,2026081900000444,,
2026-08-19 09:48:47,日用百货,沃尔玛,,超市购物,支出,65.33,余额宝,交易成功,2026081900000445,,
2026-08-19 10:07:32,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,10.52,招商银行(1234),交易成功,2026081900000446,,
2026-08-19 19:31:24,生活缴费,国家电网,,电费,支出,112.79,账户余额,交易成功,2026081900000447,,
2026-08-19 19:44:04,餐饮美食,学校食堂,,就餐,支出,11.84,花呗,交易成功,2026081900000448,,
2026-08-20 13:54:42,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,20.16,花呗,交易成功,2026082000000449,,
2026-08-20 14:22:06,交通出行,深圳地铁,,乘车码,支出,8.41,花呗,交易成功,2026082000000450,,
2026-08-20 21:33:56,餐饮美食,美团外卖,,午餐订单,支出,39.50,余额宝,交易成功,2026082000000451,,
2026-08-21 09:00:36,餐饮美食,学校食堂,,就餐,支出,12.87,余额宝,交易成功,2026082100000452,,
2026-08-21 16:42:25,餐饮美食,学校食堂,,就餐,支出,15.74,余额宝,交易成功,2026082100000453,,
2026-08-21 21:46:34,交通出行,深圳地铁,,乘车码,支出,11.08,账户余额,交易成功,2026082100000454,,
2026-08-22 17:54:01,餐饮美食,美团外卖,,午餐订单,支出,36.66,余额宝,交易成功,2026082200000455,,
2026-08-22 20:38:21,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,15.54,花呗,交易成功,2026082200000456,,
2026-08-22 23:29:10,交通出行,深圳地铁,,乘车码,支出,4.11,账户余额,交易成功,2026082200000457,,
2026-08-23 10:10:57,交通出行,深圳地铁,,乘车码,支出,9.16,招商银行(1234),交易成功,2026082300000458,,
2026-08-23 14:56:50,餐饮美食,学校食堂,,就餐,支出,12.88,余额宝,交易成功,2026082300000459,,
2026-08-23 17:37:14,餐饮美食,沙县小吃,,拌面蒸饺,支出,17.50,招商银行(1234),交易成功,2026082300000460,,
2026-08-23 20:45:02,数码电器,嘉立创,,PCB打样+元器件,支出,136.15,账户余额,交易成功,2026082300000461,,
2026-08-24 10:47:29,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,20.45,账户余额,交易成功,2026082400000462,,
2026-08-24 12:06:24,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,28.26,招商银行(1234),交易成功,2026082400000463,,
2026-08-24 12:20:27,餐饮美食,学校食堂,,就餐,支出,14.77,账户余额,交易成功,2026082400000464,,
2026-08-24 13:22:40,交通出行,滴滴出行,,快车行程,支出,28.12,花呗,交易成功,2026082400000465,,
